applicant_type,application_number,ben,cnct_email,form_471_manufacturer_name,form_471_product_name,funding_request_number,funding_year,model_of_equipment,monthly_quantity,monthly_recur_ineligible_cost,monthly_recurring_unit_eligible_costs,one_time_eligible_costs,one_time_ineligible_cost,one_time_quantity,organization_name,pre_discount_extended_eligible_line_item_costs,price,standardized_vendor,state,total_eligible_one_time_costs,total_eligible_recurring_costs,total_monthly_cost,total_monthly_eligible_recurring_costs,total_one_time_cost
School District,251036315,142011,dhanes@ira.esc14.net,Extreme Networks,License,2599051638,2025,ExtremeCloud IQ Pilot,0,0,0,160,0,31,IRA INDEP SCHOOL DISTRICT,4960,No,Extreme,TX,4960,0,0,0,160
School,251020063,86389,ignacio.gonzalez@estreamtech.com,Meraki,License,2599024849,2025,LIC-ENT-5YR,0,0,0,334.92,0,45,ST. RITA SCHOOL,15071.4,No,Cisco,TX,15071.4,0,0,0,334.92
School District,251009019,141058,barrington@esc12.net,Meraki,Access Point,2599009406,2025,MR36-HW,0,0,0,348.82,0,42,GATESVILLE ISD,14650.44,No,Cisco,TX,14650.44,0,0,0,348.82
School District,251021450,141354,karla@crwconsulting.com,Extreme Networks,Cabling,2599027108,2025,10099.0,0,0,0,10.34,0,230,PEARLAND IND. SCHOOL DISTRICT,2378.2,Yes,Extreme,TX,2378.2,0,0,0,10.34
School District,251018024,140671,robin.dulock@esc12.net,Ruckus,Cabling,2599022227,2025,PCUSA2,0,0,0,21.47,0,16,ELYSIAN FIELDS SCHOOL DISTRICT,343.52,No,Ruckus,TX,343.52,0,0,0,21.47
School District,251001808,141166,shanda.schmidt@masonisd.net,Extreme Networks,Switch,2599027852,2025,5520-24W,0,0,0,5573,0,4,MASON INDEP SCHOOL DISTRICT,22292,No,Extreme,TX,22292,0,0,0,5573
School District,251028514,141424,technology@nzisd.org,Meraki,Transceiver,2599040950,2025,MA-SFP-10GB-LR,0,0,0,2268.3,0,2,NORTH ZULCH SCHOOL DISTRICT,4536.6,No,Cisco,TX,4536.6,0,0,0,2268.3
School District,251024487,140444,tracyneal@vstservices.com,Cisco Systems,License,2599032224,2025,AIR-DNA-A-5Y,1,0,0,415.78,0,500,CARROLLTON-FARMERS BR SCH DIST,207890,No,Cisco,TX,207890,0,0,0,415.78
School District,251039657,140505,rtidwell@caddomillsisd.org,Meraki,License,2599056672,2025,Meraki Enterprise Subscription license (7 years) 24 ports Part# LIC-c9300-24E-7Y,0,0,0,1457.05,0,1,CADDO MILLS INDEP SCHOOL DIST,1457.05,No,Cisco,TX,1457.05,0,0,0,1457.05
School,251006606,86277,ignacio.gonzalez@estreamtech.com,Cisco Systems,Cabling,2599006189,2025,STACK-T1-50CM-M,0,0,0,59.19,0,4,BISHOP LYNCH HIGH SCHOOL,236.76,No,Cisco,TX,236.76,0,0,0,59.19
School District,251021450,141354,karla@crwconsulting.com,Extreme Networks,License,2599027108,2025,XCIQ-PT057-CEW-5YK12,0,0,0,1390.08,0,115,PEARLAND IND. SCHOOL DISTRICT,159859.2,Yes,Extreme,TX,159859.2,0,0,0,1390.08
School District,251020697,141032,kmori@santoisd.net,Ubiquiti,Access Point,2599025901,2025,U7-PRO-US,0,0,0,325,0,14,SANTO INDEP SCHOOL DISTRICT,4550,Yes,Ubiquiti,TX,4550,0,0,0,325
School District,251019547,141357,kimberly@crwconsulting.com,Cisco Systems,Switch,2599023994,2025,C9200L-48PL-4X-EDU,0,0,0,3559.21,0,5,BRIDGE CITY INDEP SCHOOL DIST,17796.05,Yes,Cisco,TX,17796.05,0,0,0,3559.21
School District,251010673,141076,barrington@esc12.net,Ruckus,License,2599011432,2025,L09-0001-SG00,0,0,0,106.05,0,23,ROGERS INDEP SCHOOL DISTRICT,2439.15,No,Ruckus,TX,2439.15,0,0,0,106.05
School District,251022547,141999,mneal@clydeisd.org,Ruckus,Transceiver,2599029203,2025,SFP28-25GLR-31,0,0,0,118,0,20,CLYDE CONSOL INDEP SCHOOL DIST,2360,No,Ruckus,TX,2360,0,0,0,118
School District,251001552,141570,pflanders@driscollisd.us,Ubiquiti,Cabling,2599000968,2025,UACC-DAC-SFP10-0.5M,0,0,0,14,0,13,DRISCOLL INDEP SCHOOL DISTRICT,182,No,Ubiquiti,TX,182,0,0,0,14
School District,251039621,140806,helmerk@garrisonisd.com,Meraki,"Installation, Activation, & Initial Configuration",2599056634,2025,MX130,0,0,0,275,0,5,GARRISON INDEP SCHOOL DISTRICT,1375,Yes,Cisco,TX,1375,0,0,0,275
School District,251022398,141776,tim@ecspecialists.net,Cisco Systems,License,2599028816,2025,C9300-DNA-L-E-3Y 3 tear DNA Essentials license,0,0,0,261.93,0,1,KNIPPA INDEP SCHOOL DISTRICT,261.93,No,Cisco,TX,261.93,0,0,0,261.93
School District,251002580,141856,phollingsworth@e-ratecentral.com,Extreme Networks,License,2599029974,2025,USK12-STD-A-S-C-EW-3Y,0,0,0,176,0,370,PAMPA INDEP SCHOOL DISTRICT,65120,No,Extreme,TX,65120,0,0,0,176
School District,251023662,140672,dbelden@bandrconsultingservices.org,Ruckus Wireless,Switch,2599030823,2025,ICX8200-24ZP,0,0,0,3334.93,0,1,GARY INDEP SCHOOL DISTRICT,3334.93,No,Ruckus,TX,3334.93,0,0,0,3334.93
School,251000537,92394,stephanie.deeringer@esc12.net,Meraki,License,2599005393,2025,LIC-ENT-3YR,0,0,0,242.37,0,12,AMHERST SCHOOL,2908.44,Yes,Cisco,TX,2908.44,0,0,0,242.37
School District,251002580,141856,phollingsworth@e-ratecentral.com,Extreme Networks,Access Point,2599029974,2025,AP4000-WW,0,0,0,429,0,370,PAMPA INDEP SCHOOL DISTRICT,158730,No,Extreme,TX,158730,0,0,0,429
School District,251040817,141062,twolf@hollandisd.org,Meraki,License,2599058343,2025,LIC-MS250-48-3YR,1,0,0,621.23,0,8,HOLLAND INDEP SCHOOL DISTRICT,4969.84,No,Cisco,TX,4969.84,0,0,0,621.23
School District,251014961,140915,john.armstrong@bellevueisd.org,Fortinet,Switch,2599017434,2025,FS-148F-FPOE,0,0,0,1570.38,0,2,BELLEVUE INDEPENDENT SCHOOL DISTRICT,3140.76,No,Fortinet,TX,3140.76,0,0,0,1570.38
School District,251037709,140670,swager@ndisd.org,Aruba,"Installation, Activation, & Initial Configuration",2599053926,2025,Q9G71A (MOUNTING BRACKET),0,0,0,125,0,3,NEW DIANA INDEP SCHOOL DIST,375,No,Hp,TX,375,0,0,0,125
School District,251039657,140505,rtidwell@caddomillsisd.org,Meraki,License,2599056672,2025,Meraki Enterprise subscription license (7 years) Part#LIC-C9300-48E-7Y,0,0,0,2548.22,0,20,CADDO MILLS INDEP SCHOOL DIST,50964.4,No,Cisco,TX,50964.4,0,0,0,2548.22
School District,251010635,140809,karla@crwconsulting.com,Ruckus Wireless,Access Point,2599011369,2025,901-R760-US00,0,0,0,1174,0,2,HUNTINGTON INDEP SCHOOL DIST,2348,Yes,Ruckus,TX,2348,0,0,0,1174
School District,251002870,141501,jtrudeau@mcisd.esc2.net,Meraki,License,2599002309,2025,LIC-MS130-48-3Y,0,0,0,399,0,9,MCMULLEN CO INDEP SCHOOL DIST,3591,No,Cisco,TX,3591,0,0,0,399
School District,251020344,141574,hsalinas@lagloriaisd.esc2.net,Ubiquiti,Switch,2599025301,2025,Ubiquiti USW-Enterprise-48,0,0,0,1591.49,0,2,LA GLORIA INDEP SCHOOL DIST,3182.98,No,Ubiquiti,TX,3182.98,0,0,0,1591.49
School District,251036700,210427,kristi@ecserate.org,Fortinet,Firewall Services & Components,2599052130,2025,FortiGate 200F,0,0,0,3282,0,1,OLTON INDEPENDENT SCHOOL DISTRICT,3282,No,Fortinet,TX,3282,0,0,0,3282
School District,251011552,141848,aalvarez@esc12.net,Meraki,Module,2599029654,2025,C9200-NM-4X,0,0,0,1021.96,0,1,LEFORS INDEP SCHOOL DISTRICT,1021.96,No,Cisco,TX,1021.96,0,0,0,1021.96
School District,251040561,140503,dhartzell@vstservices.com,Cisco Systems,License,2599057932,2025,C9300-DNA-E-48-3Y,1,0,0,450.44,0,11,FORNEY INDEP SCHOOL DISTRICT,4954.84,No,Cisco,TX,4954.84,0,0,0,450.44
School,251017666,92570,clewis@erateprogram.com,Meraki,Access Point,2599021036,2025,MR36-HW,0,0,0,253,0,1,TRINITY CHRISTIAN SCHOOL,253,No,Cisco,TX,253,0,0,0,253
School District,251038025,140501,kroiuk@kelloggllc.com,Extreme Networks,Module,2599054105,2025,(FERR 140501) 10G-SR-SFP300M-ET | Extreme Networks - SFP+ transceiver module - 10GbE,0,0,0,65.1,0,3,FERRIS INDEPENDENT SCHOOL DISTRICT,195.3,No,Extreme,TX,195.3,0,0,0,65.1
School District,251021450,141354,karla@crwconsulting.com,Extreme Networks,Cabling,2599027108,2025,SFP-10G-PC03,0,0,0,54.38,0,201,PEARLAND IND. SCHOOL DISTRICT,10930.38,Yes,Extreme,TX,10930.38,0,0,0,54.38
School District,251010915,228015,fjosephs@csmcentral.com,Ubiquiti,Switch,2599011786,2025,USW-PRO-48-POE,0,0,0,1023.62,0,5,SOUTHWEST PREPARATORY SCHOOL DIST,5118.1,No,Ubiquiti,TX,5118.1,0,0,0,1023.62
School District,251000623,141095,trains@esc12.net,Ruckus Wireless,Module,2599042031,2025,RPS20-E,0,0,0,611.84,0,32,CHINA SPRING INDEPENDENT SCHOOL DISTRICT,19578.88,No,Ruckus,TX,19578.88,0,0,0,611.84
School District,251012930,140947,collect-ed@hotmail.com,Aruba,Module,2599014424,2025,JL087A,0,0,0,628.58,0,6,S & S C.I.S.D.,3771.48,No,Hp,TX,3771.48,0,0,0,628.58
School District,251019500,141598,dpowell@premontisd.net,Cisco Systems,Cabling,2599023923,2025,SFP-H10GB-CU1M=,0,0,0,75.39,0,1,PREMONT INDEP SCHOOL DISTRICT,75.39,No,Cisco,TX,75.39,0,0,0,75.39
School District,251021450,141354,karla@crwconsulting.com,Extreme Networks,Module,2599027108,2025,XN-ACPWR-1100W-FB,0,0,0,368.66,0,230,PEARLAND IND. SCHOOL DISTRICT,84791.8,Yes,Extreme,TX,84791.8,0,0,0,368.66
School District,251021450,141354,karla@crwconsulting.com,Extreme Networks,Cabling,2599027108,2025,10061.0,0,0,0,4.9,0,4,PEARLAND IND. SCHOOL DISTRICT,19.6,Yes,Extreme,TX,19.6,0,0,0,4.9
School District,251034827,141036,key@throck.org,Cisco Systems,Switch,2599056992,2025,C9300-24P-M,0,0,0,3635.3,0,1,THROCKMORTON COLLEGIATE SCHOOL DISTRICT,3635.3,No,Cisco,TX,3635.3,0,0,0,3635.3
School District,251022547,141999,mneal@clydeisd.org,Ruckus,Access Point,2599029203,2025,902-0125-0000,0,0,0,127.42,0,1,CLYDE CONSOL INDEP SCHOOL DIST,127.42,No,Ruckus,TX,127.42,0,0,0,127.42
School District,251011558,141171,aalvarez@esc12.net,Ubiquiti,Switch,2599041040,2025,USW-PRO-MAX-48-POE,0,0,0,1148.92,0,5,MILES INDEP SCHOOL DISTRICT,5744.6,No,Ubiquiti,TX,5744.6,0,0,0,1148.92
School District,251036315,142011,dhanes@ira.esc14.net,Extreme Networks,Cabling,2599051638,2025,Power cord,0,0,0,6,0,7,IRA INDEP SCHOOL DISTRICT,42,No,Extreme,TX,42,0,0,0,6
School District,251027439,142036,nicholas.rutherford@wintersisd.org,Meraki,License,2599037236,2025,LIC-MS210-48LP-1YR,0,0,0,133.17,0,11,WINTERS INDEP SCHOOL DISTRICT,1464.87,No,Cisco,TX,1464.87,0,0,0,133.17
School District,251040561,140503,dhartzell@vstservices.com,Cisco Systems,Module,2599057932,2025,C9300-NM-8X,1,0,0,1025.56,0,2,FORNEY INDEP SCHOOL DISTRICT,2051.12,No,Cisco,TX,2051.12,0,0,0,1025.56
School District,251040561,140503,dhartzell@vstservices.com,Cisco Systems,Switch,2599057932,2025,CAB-SPWR-30CM,1,0,0,38.21,0,11,FORNEY INDEP SCHOOL DISTRICT,420.31,No,Cisco,TX,420.31,0,0,0,38.21
School District,251031496,142007,jrutkowski@haskell.esc14.net,Ruckus,Cabling,2599043953,2025,SFP-25G-PC01,0,0,0,52,0,1,HASKELL INDEP SCHOOL DISTRICT,52,No,Ruckus,TX,52,0,0,0,52
School District,251015044,141296,courtney@crwconsulting.com,Aruba,Transceiver,2599017503,2025,J9152D Compatible SFP+ 10G,0,0,0,92.75,0,12,SEALY INDEP SCHOOL DISTRICT,1113,Yes,Hp,TX,1113,0,0,0,92.75
School District,251010912,141113,cisom@esc12.net,Ubiquiti,Cabling,2599013924,2025,UACC-DAC-SFP28-1M,0,0,0,25,0,4,LORENA INDEP SCHOOL DISTRICT,100,No,Ubiquiti,TX,100,0,0,0,25
School District,251039621,140806,helmerk@garrisonisd.com,Meraki,Switch,2599056634,2025,MS130-24X-HW,0,0,0,2288.39,0,5,GARRISON INDEP SCHOOL DISTRICT,11441.95,Yes,Cisco,TX,11441.95,0,0,0,2288.39
School District,251025216,142029,mpoteet@stamfordisd.net,Meraki,Access Point,2599033493,2025,MR56-HW,0,0,0,769.51,0,3,STAMFORD INDEP SCHOOL DISTRICT,2308.53,No,Cisco,TX,2308.53,0,0,0,769.51
School,251017666,92570,clewis@erateprogram.com,Meraki,License,2599021036,2025,LIC-MX450-ENT-5YR,0,0,0,11653,0,2,TRINITY CHRISTIAN SCHOOL,23306,No,Cisco,TX,23306,0,0,0,11653
School District,251021450,141354,karla@crwconsulting.com,Extreme Networks,Cabling,2599027108,2025,10061.0,0,0,0,4.9,0,12,PEARLAND IND. SCHOOL DISTRICT,58.8,Yes,Extreme,TX,58.8,0,0,0,4.9
School District,251022341,16020929,gwarma@kelloggllc.com,Cisco Systems,License,2599028702,2025,LIC-ENT-5YR,0,0,0,311.59,0,20,Faith Family Kids,6231.8,No,Cisco,TX,6231.8,0,0,0,311.59
School District,251035258,142087,dhartzell@vstservices.com,Aruba,Switch,2599049830,2025,JL727B,1,0,0,2947,0,1,ALPINE INDEP SCHOOL DISTRICT,2947,No,Hp,TX,2947,0,0,0,2947
School District,251000131,141045,sferrero@esc12.net,Ubiquiti,Access Point,2599021644,2025,UBNT U7-Pro-Max-US,0,0,0,315,0,19,BARTLETT INDEP SCHOOL DISTRICT,5985,No,Ubiquiti,TX,5985,0,0,0,315
School,251041851,87929,lluna@holytrinitychs.org,Meraki,License,2599060012,2025,"Meraki MR Enterprise License, 1YR",0,0,0,102.35,0,20,HOLY TRINITY CATHOLIC HIGH SCH,2047,No,Cisco,TX,2047,0,0,0,102.35
School District,251029038,141088,kdomke@eratespecialist.org,Aruba,Switch,2599039901,2025,JL728B,0,0,0,4279.88,0.1,2,AVALON INDEP SCHOOL DISTRICT,8559.76,No,Hp,TX,8559.76,0,0,0,4279.98
School District,251013379,140715,allenl@arpisd.org,Meraki,Access Point,2599015461,2025,Cisco Catalyst 9164I,0,0,0,891.3,0,74,ARP INDEPENDENT SCHOOL DIST,65956.2,No,Cisco,TX,65956.2,0,0,0,891.3
School District,251025060,141460,dbrown@banderaisd.net,Ubiquiti,Switch,2599033226,2025,USW-Pro-Max-48-PoE,0,0,0,1239.8,0,50,BANDERA INDEP SCHOOL DISTRICT,61990,No,Ubiquiti,TX,61990,0,0,0,1239.8
School District,251028514,141424,technology@nzisd.org,Meraki,License,2599040950,2025,LIC-MS130-48-3Y,0,0,0,322.24,0,1,NORTH ZULCH SCHOOL DISTRICT,322.24,No,Cisco,TX,322.24,0,0,0,322.24
School District,251018698,140856,collect-ed@hotmail.com,Cisco Systems,Switch,2599022590,2025,MS225-48FP-HW,0,0,0,3133.64,0,22,GODLEY INDEP SCHOOL DISTRICT,68940.08,No,Cisco,TX,68940.08,0,0,0,3133.64
School District,251001808,141166,shanda.schmidt@masonisd.net,Extreme Networks,Module,2599027852,2025,XN-ACPWR-200W-FB,0,0,0,903,0,14,MASON INDEP SCHOOL DISTRICT,12642,No,Extreme,TX,12642,0,0,0,903
School District,251017529,141376,cliff.joffrion@sbcglobal.net,Cisco Systems,Switch,2599020808,2025,C9200L-48PL-4X-EDU,0,0,0,3274.47,0,15,ORANGEFIELD INDEP SCHOOL DIST,49117.05,No,Cisco,TX,49117.05,0,0,0,3274.47
School,251006606,86277,ignacio.gonzalez@estreamtech.com,Cisco Systems,Module,2599006189,2025,C9300-NM-8X-M,0,0,0,1432.6,0,4,BISHOP LYNCH HIGH SCHOOL,5730.4,No,Cisco,TX,5730.4,0,0,0,1432.6
School District,251013440,141118,barrington@esc12.net,Hewlett Packard,License,2599015197,2025,Q9Y58AAE,0,0,0,60.42,0,15,MARLIN INDEP SCHOOL DISTRICT,906.3,No,Hp,TX,906.3,0,0,0,60.42
School District,251012600,141051,cisom@esc12.net,Cisco Systems,License,2599014127,2025,C9300-DNA-E-24-5Y,0,0,0,482.62,0,2,COPPERAS COVE SCHOOL DISTRICT,965.24,No,Cisco,TX,965.24,0,0,0,482.62
School District,251021450,141354,karla@crwconsulting.com,Extreme Networks,Switch,2599027108,2025,5420F-48P-4XE,0,0,0,2187.07,0,381,PEARLAND IND. SCHOOL DISTRICT,833273.67,Yes,Extreme,TX,833273.67,0,0,0,2187.07
School District,251035258,142087,dhartzell@vstservices.com,Aruba,Switch,2599049830,2025,JL255A,1,0,0,1443,0,1,ALPINE INDEP SCHOOL DISTRICT,1443,No,Hp,TX,1443,0,0,0,1443
School District,251026009,140599,collect-ed@hotmail.com,Extreme Networks,"Installation, Activation, & Initial Configuration",2599034854,2025,AP305C-FCC,0,0,0,52.5,0,2,CHAPEL HILL INDEP SCHOOL DIST,105,Yes,Extreme,TX,105,0,0,0,52.5
School District,251033113,140579,collect-ed@hotmail.com,Ubiquiti,Switch,2599046554,2025,USW-ENTERPRISE-24-POE,0,0,0,814,0,3,MILLER GROVE SCHOOL DISTRICT,2442,No,Ubiquiti,TX,2442,0,0,0,814
Library,251002664,141047,ehosler@e-ratecentral.com,Extreme Networks,License,2599006921,2025,97000-AP4000- WW,0,0,0,27.82,0,1,LENA ARMSTRONG PUBLIC LIBRARY,27.82,No,Extreme,TX,27.82,0,0,0,27.82
School District,251021450,141354,karla@crwconsulting.com,Extreme Networks,License,2599027103,2025,XCIQ-PT0-C-EW-5YR-K12,0,0,0,171.68,0,42,PEARLAND IND. SCHOOL DISTRICT,7210.56,Yes,Extreme,TX,7210.56,0,0,0,171.68
School District,251019016,140594,rtidwell@loisd.net,Aruba,Transceiver,2599023143,2025,Aruba Networking C-Class - SFP+ 10GbE Part#S2P30A,0,0,0,319.44,0,6,LONE OAK INDEP SCHOOL DISTRICT,1916.64,No,Hp,TX,1916.64,0,0,0,319.44
School District,251019547,141357,kimberly@crwconsulting.com,Aruba,License,2599023993,2025,Q9Y60AAE,0,0,0,207.06,0,87,BRIDGE CITY INDEP SCHOOL DIST,18014.22,Yes,Hp,TX,18014.22,0,0,0,207.06
School District,251040768,17025196,jpillo@eratefirst.com,Ubiquiti,Switch,2599058226,2025,USW-Enterprise-48-PoE,0,0,0,2219.88,0,1,CEDARS INTERNATIONAL ACADEMY SCHOOLS,2219.88,No,Ubiquiti,TX,2219.88,0,0,0,2219.88
School District,251001808,141166,shanda.schmidt@masonisd.net,Extreme Networks,Module,2599027852,2025,XN-ACPWR-350W-FB,0,0,0,335,0,8,MASON INDEP SCHOOL DISTRICT,2680,No,Extreme,TX,2680,0,0,0,335
School District,251038070,140953,dhartzell@vstservices.com,Ubiquiti,Switch,2599054156,2025,USW-Pro-Aggregation,1,0,0,0,1100,1,VALLEY VIEW INDEP SCHOOL DIST,0,No,Ubiquiti,TX,0,0,0,0,1100
School District,251038042,142049,dhartzell@vstservices.com,Meraki,License,2599054116,2025,LIC-MS425-32-5Y,1,0,0,1638.57,0,1,ANDREWS INDEP SCHOOL DISTRICT,1638.57,No,Cisco,TX,1638.57,0,0,0,1638.57
School District,251038949,140942,jeffery.priddy@prairievalleyisd.net,Meraki,License,2599055676,2025,LIC-ENT-3YR,0,0,0,261.8,0,11,PRAIRIE VALLEY INDEP SCH DIST,2879.8,No,Cisco,TX,2879.8,0,0,0,261.8
School,251039850,17000319,tim@ecspecialists.net,Ubiquiti,Access Point,2599056861,2025,"#U6-Enterprise, AP WiFi 6 4x4 2.4 GHz",0,0,0,376.65,0,20,St. Philip's School & Community Center,7533,Yes,Ubiquiti,TX,7533,0,0,0,376.65
School District,251029373,141083,atrice@esc12.net,Ubiquiti,Switch,2599040464,2025,USW-Pro-Max-48-Poe,0,0,0,1350,0,6,THORNDALE INDEP SCHOOL DIST,8100,No,Ubiquiti,TX,8100,0,0,0,1350
School District,251008857,230132,barrington@esc12.net,Ubiquiti,Transceiver,2599009135,2025,UACC-OM-MM- 10G-D-2,0,0,0,38.57,0,6,CENTERVILLE (LEON) ISD,231.42,No,Ubiquiti,TX,231.42,0,0,0,38.57
School District,251022547,141999,mneal@clydeisd.org,Ruckus,License,2599029203,2025,LE9-0001-SG03,0,0,0,58.57,0,1,CLYDE CONSOL INDEP SCHOOL DIST,58.57,No,Ruckus,TX,58.57,0,0,0,58.57
School District,251035258,142087,dhartzell@vstservices.com,Aruba,Switch,2599049830,2025,JL725B,1,0,0,1936,0,1,ALPINE INDEP SCHOOL DISTRICT,1936,No,Hp,TX,1936,0,0,0,1936
School District,251034827,141036,key@throck.org,Cisco Systems,License,2599056992,2025,Merakie C9300 24-port License,0,0,0,858,0,1,THROCKMORTON COLLEGIATE SCHOOL DISTRICT,858,No,Cisco,TX,858,0,0,0,858
School District,251006896,140776,fedfundsassistant@yahoo.com,Ubiquiti,Switch,2599006469,2025,"Unifi switch pro aggregation 28x10G, 4x25G",0,0,0,962.91,0,3,LOVELADY ISD,2888.73,No,Ubiquiti,TX,2888.73,0,0,0,962.91
Library,251017968,141672,klewis@e-ratecentral.com,Meraki,Access Point,2599049212,2025,CW9162I-MR,0,0,0,540.75,0,2,LAGUNA VISTA PUBLIC LIBRARY,1081.5,No,Cisco,TX,1081.5,0,0,0,540.75
School District,251027874,17031480,kristi@ecserate.org,Ubiquiti,Switch,2599037966,2025,USW-Pro-24-POE,0,0,0,699,0,8,Provision Educational Services,5592,No,Ubiquiti,TX,5592,0,0,0,699
School District,251015044,141296,courtney@crwconsulting.com,Aruba,Module,2599017503,2025,JL086A#ABA,0,0,0,542.83,0,14,SEALY INDEP SCHOOL DISTRICT,7599.62,Yes,Hp,TX,7599.62,0,0,0,542.83
School District,251001294,142017,aadams@merkelisd.net,Ruckus,Switch,2599000891,2025,ICX8200-48P,0,0,0,2155.51,0,6,MERKEL INDEP SCHOOL DISTRICT,12933.06,No,Ruckus,TX,12933.06,0,0,0,2155.51
School District,251000744,141120,avoight@esc12.net,Meraki,License,2599031260,2025,LIC-ENT-5YR,0,0,0,289.76,0,41,MART INDEP SCHOOL DISTRICT,11880.16,No,Cisco,TX,11880.16,0,0,0,289.76
School District,251029373,141083,atrice@esc12.net,Ubiquiti,Switch,2599040464,2025,USW-Pro-24-Max-PoE,0,0,0,850,0,1,THORNDALE INDEP SCHOOL DIST,850,No,Ubiquiti,TX,850,0,0,0,850
School,251035482,89503,tim@ecspecialists.net,Aruba,Switch,2599050163,2025,2930F 24 port PoE Switch,0,0,0,1979,0,1,CALVARY EPISCOPAL SCHOOL INC,1979,Yes,Hp,TX,1979,0,0,0,1979
School District,251018807,17008418,barrington@esc12.net,Ubiquiti,Access Point,2599022828,2025,UniFi U6 Pro,0,0,0,199,0,10,Pioneer Technology and Arts Academy,1990,No,Ubiquiti,TX,1990,0,0,0,199
School District,251010323,140673,karla@crwconsulting.com,Extreme Networks,Access Point,2599010958,2025,Extreme AP510C,0,0,0,349.84,0,2,GILMER INDEP SCHOOL DISTRICT,699.68,Yes,Extreme,TX,699.68,0,0,0,349.84
School District,251027368,140563,erate@erateexchange.com,Cisco Systems,Cabling,2599037097,2025,MA-CBL-40G-1M,0,0,0,90,0,17,ANNA INDEP SCHOOL DISTRICT,1530,No,Cisco,TX,1530,0,0,0,90
School District,251019547,141357,kimberly@crwconsulting.com,Cisco Systems,Module,2599023994,2025,C9200L-STACK-KIT,0,0,0,802.33,0,12,BRIDGE CITY INDEP SCHOOL DIST,9627.96,Yes,Cisco,TX,9627.96,0,0,0,802.33
School District,251027368,140563,erate@erateexchange.com,Cisco Systems,Switch,2599037097,2025,C9300X-24Y-M,0,0,0,9995,0,1,ANNA INDEP SCHOOL DISTRICT,9995,No,Cisco,TX,9995,0,0,0,9995
School District,251012643,141109,barrington@esc12.net,Ubiquiti,Switch,2599014014,2025,USW-48-POE,0,0,0,575.02,0,1,IREDELL INDEP SCHOOL DISTRICT,575.02,No,Ubiquiti,TX,575.02,0,0,0,575.02
School District,251000632,140682,jwilliams@e-ratecentral.com,Aruba,Switch,2599016119,2025,J9822A,0,0,0,2722,0,3,SABINE INDEP SCHOOL DISTRICT,8166,No,Hp,TX,8166,0,0,0,2722
School District,251029719,141337,karla@crwconsulting.com,Cisco Systems,Module,2599041054,2025,C9300-NM-2Y=,0,0,0,1355.23,0,30,GALENA PARK INDEP SCHOOL DIST,40656.9,Yes,Cisco,TX,40656.9,0,0,0,1355.23
School,251041995,92972,clewis@erateprogram.com,Extreme Networks,License,2599060179,2025,XIQ-PIL-S-C-EW,0,0,0,93.82,0,11,CATHEDRAL HIGH SCHOOL,1032.02,No,Extreme,TX,1032.02,0,0,0,93.82
Library,251002644,140706,ehosler@e-ratecentral.com,Ubiquiti,Access Point,2599007461,2025,MS4025-U7-Pro-Access Point,0,0,0,255.15,0,3,Pittsburg-Camp County Public Library,765.45,No,Ubiquiti,TX,765.45,0,0,0,255.15
School District,251040768,17025196,jpillo@eratefirst.com,Ubiquiti,Switch,2599058226,2025,USW-EnterpriseXG-24,0,0,0,1793.66,0,1,CEDARS INTERNATIONAL ACADEMY SCHOOLS,1793.66,No,Ubiquiti,TX,1793.66,0,0,0,1793.66
School District,251012643,141109,barrington@esc12.net,Ubiquiti,Connectors,2599014014,2025,U-POE-AT,0,0,0,14.47,0,17,IREDELL INDEP SCHOOL DISTRICT,245.99,No,Ubiquiti,TX,245.99,0,0,0,14.47
School District,251038042,142049,dhartzell@vstservices.com,Meraki,License,2599054116,2025,LIC-ENT-5YR,1,0,0,215.04,0,443,ANDREWS INDEP SCHOOL DISTRICT,95262.72,No,Cisco,TX,95262.72,0,0,0,215.04
School District,251028734,141165,rmoore@lometaisd.org,Ubiquiti,Switch,2599039810,2025,Unifi Switch PRO 48 PoE USW-Pro-48-POE,0,0,0,1022.86,0,4,LOMETA INDEP SCHOOL DISTRICT,4091.44,No,Ubiquiti,TX,4091.44,0,0,0,1022.86
School District,251000661,226378,jwilliams@e-ratecentral.com,Extreme Networks,Access Point,2599016047,2025,MBO-ART03 FOR AP5050U,0,0,0,106.67,0,2,WEST RUSK CCISD,213.34,No,Extreme,TX,213.34,0,0,0,106.67
School District,251012833,141406,cisom@esc12.net,Aruba,License,2599022981,2025,Q9Y74AAE,0,0,0,378,0,22,CALDWELL INDEP SCHOOL DISTRICT,8316,No,Hp,TX,8316,0,0,0,378
School District,251040768,17025196,jpillo@eratefirst.com,Ubiquiti,Access Point,2599058226,2025,U7-IW-US,0,0,0,213.1,0,1,CEDARS INTERNATIONAL ACADEMY SCHOOLS,213.1,No,Ubiquiti,TX,213.1,0,0,0,213.1
School District,251038025,140501,kroiuk@kelloggllc.com,Extreme Networks,License,2599054105,2025,(FERR 140501) USK12-STD-C-S-C-EW-5Y | Extreme Networks ExtremeCloud IQ Pilot + Extreme AI Expert - Right-To-Use s,0,0,0,656,0,5,FERRIS INDEPENDENT SCHOOL DISTRICT,3280,No,Extreme,TX,3280,0,0,0,656
